,0
6751,"[[0, 1, 2], [0, 1, 3], [0, 1, 4], [1, 2, 4], [1, 3, 4], [2, 3, 4]]"
6752,"[[0, 1, 2], [0, 1, 3], [0, 1, 4], [1, 2, 4], [1, 3, 4], [0, 2, 3, 4]]"
6753,"[[0, 1, 2], [0, 1, 3], [0, 2, 3], [0, 2, 4], [0, 3, 4], [1, 2, 3]]"
6754,"[[0, 1, 2], [0, 1, 3], [0, 2, 3], [0, 2, 4], [0, 3, 4], [1, 2, 4]]"
6755,"[[0, 1, 2], [0, 1, 3], [0, 2, 3], [0, 2, 4], [0, 3, 4], [1, 3, 4]]"
6756,"[[0, 1, 2], [0, 1, 3], [0, 2, 3], [0, 2, 4], [0, 3, 4], [2, 3, 4]]"
6757,"[[0, 1, 2], [0, 1, 3], [0, 2, 3], [0, 2, 4], [0, 3, 4], [1, 2, 3, 4]]"
6758,"[[0, 1, 2], [0, 1, 3], [0, 2, 3], [0, 2, 4], [1, 2, 3], [1, 2, 4]]"
6759,"[[0, 1, 2], [0, 1, 3], [0, 2, 3], [0, 2, 4], [1, 2, 3], [1, 3, 4]]"
6760,"[[0, 1, 2], [0, 1, 3], [0, 2, 3], [0, 2, 4], [1, 2, 3], [2, 3, 4]]"
6761,"[[0, 1, 2], [0, 1, 3], [0, 2, 3], [0, 2, 4], [1, 2, 4], [1, 3, 4]]"
6762,"[[0, 1, 2], [0, 1, 3], [0, 2, 3], [0, 2, 4], [1, 2, 4], [2, 3, 4]]"
6763,"[[0, 1, 2], [0, 1, 3], [0, 2, 3], [0, 2, 4], [1, 3, 4], [2, 3, 4]]"
6764,"[[0, 1, 2], [0, 1, 3], [0, 2, 3], [0, 3, 4], [1, 2, 3], [1, 2, 4]]"
6765,"[[0, 1, 2], [0, 1, 3], [0, 2, 3], [0, 3, 4], [1, 2, 3], [1, 3, 4]]"
6766,"[[0, 1, 2], [0, 1, 3], [0, 2, 3], [0, 3, 4], [1, 2, 3], [2, 3, 4]]"
6767,"[[0, 1, 2], [0, 1, 3], [0, 2, 3], [0, 3, 4], [1, 2, 4], [1, 3, 4]]"
6768,"[[0, 1, 2], [0, 1, 3], [0, 2, 3], [0, 3, 4], [1, 2, 4], [2, 3, 4]]"
6769,"[[0, 1, 2], [0, 1, 3], [0, 2, 3], [0, 3, 4], [1, 3, 4], [2, 3, 4]]"
6770,"[[0, 1, 2], [0, 1, 3], [0, 2, 3], [1, 2, 3], [1, 2, 4], [1, 3, 4]]"
6771,"[[0, 1, 2], [0, 1, 3], [0, 2, 3], [1, 2, 3], [1, 2, 4], [2, 3, 4]]"
6772,"[[0, 1, 2], [0, 1, 3], [0, 2, 3], [1, 2, 3], [1, 3, 4], [2, 3, 4]]"
6773,"[[0, 1, 2], [0, 1, 3], [0, 2, 3], [1, 2, 4], [1, 3, 4], [2, 3, 4]]"
6774,"[[0, 1, 2], [0, 1, 3], [0, 2, 4], [0, 3, 4], [1, 2, 3], [1, 2, 4]]"
6775,"[[0, 1, 2], [0, 1, 3], [0, 2, 4], [0, 3, 4], [1, 2, 3], [1, 3, 4]]"
6776,"[[0, 1, 2], [0, 1, 3], [0, 2, 4], [0, 3, 4], [1, 2, 3], [2, 3, 4]]"
6777,"[[0, 1, 2], [0, 1, 3], [0, 2, 4], [0, 3, 4], [1, 2, 4], [1, 3, 4]]"
6778,"[[0, 1, 2], [0, 1, 3], [0, 2, 4], [0, 3, 4], [1, 2, 4], [2, 3, 4]]"
6779,"[[0, 1, 2], [0, 1, 3], [0, 2, 4], [0, 3, 4], [1, 3, 4], [2, 3, 4]]"
6780,"[[0, 1, 2], [0, 1, 3], [0, 2, 4], [1, 2, 3], [1, 2, 4], [1, 3, 4]]"
6781,"[[0, 1, 2], [0, 1, 3], [0, 2, 4], [1, 2, 3], [1, 2, 4], [2, 3, 4]]"
6782,"[[0, 1, 2], [0, 1, 3], [0, 2, 4], [1, 2, 3], [1, 3, 4], [2, 3, 4]]"
6783,"[[0, 1, 2], [0, 1, 3], [0, 2, 4], [1, 2, 4], [1, 3, 4], [2, 3, 4]]"
6784,"[[0, 1, 2], [0, 1, 3], [0, 3, 4], [1, 2, 3], [1, 2, 4], [1, 3, 4]]"
6785,"[[0, 1, 2], [0, 1, 3], [0, 3, 4], [1, 2, 3], [1, 2, 4], [2, 3, 4]]"
6786,"[[0, 1, 2], [0, 1, 3], [0, 3, 4], [1, 2, 3], [1, 3, 4], [2, 3, 4]]"
6787,"[[0, 1, 2], [0, 1, 3], [0, 3, 4], [1, 2, 4], [1, 3, 4], [2, 3, 4]]"
6788,"[[0, 1, 2], [0, 1, 3], [1, 2, 3], [1, 2, 4], [1, 3, 4], [2, 3, 4]]"
6789,"[[0, 1, 2], [0, 1, 3], [1, 2, 3], [1, 2, 4], [1, 3, 4], [0, 2, 3, 4]]"
6790,"[[0, 1, 2], [0, 1, 4], [0, 2, 3], [0, 2, 4], [0, 3, 4], [1, 2, 3]]"
6791,"[[0, 1, 2], [0, 1, 4], [0, 2, 3], [0, 2, 4], [0, 3, 4], [1, 2, 4]]"
6792,"[[0, 1, 2], [0, 1, 4], [0, 2, 3], [0, 2, 4], [0, 3, 4], [1, 3, 4]]"
6793,"[[0, 1, 2], [0, 1, 4], [0, 2, 3], [0, 2, 4], [0, 3, 4], [2, 3, 4]]"
6794,"[[0, 1, 2], [0, 1, 4], [0, 2, 3], [0, 2, 4], [0, 3, 4], [1, 2, 3, 4]]"
6795,"[[0, 1, 2], [0, 1, 4], [0, 2, 3], [0, 2, 4], [1, 2, 3], [1, 2, 4]]"
6796,"[[0, 1, 2], [0, 1, 4], [0, 2, 3], [0, 2, 4], [1, 2, 3], [1, 3, 4]]"
6797,"[[0, 1, 2], [0, 1, 4], [0, 2, 3], [0, 2, 4], [1, 2, 3], [2, 3, 4]]"
6798,"[[0, 1, 2], [0, 1, 4], [0, 2, 3], [0, 2, 4], [1, 2, 4], [1, 3, 4]]"
6799,"[[0, 1, 2], [0, 1, 4], [0, 2, 3], [0, 2, 4], [1, 2, 4], [2, 3, 4]]"
6800,"[[0, 1, 2], [0, 1, 4], [0, 2, 3], [0, 2, 4], [1, 3, 4], [2, 3, 4]]"
6801,"[[0, 1, 2], [0, 1, 4], [0, 2, 3], [0, 3, 4], [1, 2, 3], [1, 2, 4]]"
6802,"[[0, 1, 2], [0, 1, 4], [0, 2, 3], [0, 3, 4], [1, 2, 3], [1, 3, 4]]"
6803,"[[0, 1, 2], [0, 1, 4], [0, 2, 3], [0, 3, 4], [1, 2, 3], [2, 3, 4]]"
6804,"[[0, 1, 2], [0, 1, 4], [0, 2, 3], [0, 3, 4], [1, 2, 4], [1, 3, 4]]"
6805,"[[0, 1, 2], [0, 1, 4], [0, 2, 3], [0, 3, 4], [1, 2, 4], [2, 3, 4]]"
6806,"[[0, 1, 2], [0, 1, 4], [0, 2, 3], [0, 3, 4], [1, 3, 4], [2, 3, 4]]"
6807,"[[0, 1, 2], [0, 1, 4], [0, 2, 3], [1, 2, 3], [1, 2, 4], [1, 3, 4]]"
6808,"[[0, 1, 2], [0, 1, 4], [0, 2, 3], [1, 2, 3], [1, 2, 4], [2, 3, 4]]"
6809,"[[0, 1, 2], [0, 1, 4], [0, 2, 3], [1, 2, 3], [1, 3, 4], [2, 3, 4]]"
6810,"[[0, 1, 2], [0, 1, 4], [0, 2, 3], [1, 2, 4], [1, 3, 4], [2, 3, 4]]"
6811,"[[0, 1, 2], [0, 1, 4], [0, 2, 4], [0, 3, 4], [1, 2, 3], [1, 2, 4]]"
6812,"[[0, 1, 2], [0, 1, 4], [0, 2, 4], [0, 3, 4], [1, 2, 3], [1, 3, 4]]"
6813,"[[0, 1, 2], [0, 1, 4], [0, 2, 4], [0, 3, 4], [1, 2, 3], [2, 3, 4]]"
6814,"[[0, 1, 2], [0, 1, 4], [0, 2, 4], [0, 3, 4], [1, 2, 4], [1, 3, 4]]"
6815,"[[0, 1, 2], [0, 1, 4], [0, 2, 4], [0, 3, 4], [1, 2, 4], [2, 3, 4]]"
6816,"[[0, 1, 2], [0, 1, 4], [0, 2, 4], [0, 3, 4], [1, 3, 4], [2, 3, 4]]"
6817,"[[0, 1, 2], [0, 1, 4], [0, 2, 4], [1, 2, 3], [1, 2, 4], [1, 3, 4]]"
6818,"[[0, 1, 2], [0, 1, 4], [0, 2, 4], [1, 2, 3], [1, 2, 4], [2, 3, 4]]"
6819,"[[0, 1, 2], [0, 1, 4], [0, 2, 4], [1, 2, 3], [1, 3, 4], [2, 3, 4]]"
6820,"[[0, 1, 2], [0, 1, 4], [0, 2, 4], [1, 2, 4], [1, 3, 4], [2, 3, 4]]"
6821,"[[0, 1, 2], [0, 1, 4], [0, 3, 4], [1, 2, 3], [1, 2, 4], [1, 3, 4]]"
6822,"[[0, 1, 2], [0, 1, 4], [0, 3, 4], [1, 2, 3], [1, 2, 4], [2, 3, 4]]"
6823,"[[0, 1, 2], [0, 1, 4], [0, 3, 4], [1, 2, 3], [1, 3, 4], [2, 3, 4]]"
6824,"[[0, 1, 2], [0, 1, 4], [0, 3, 4], [1, 2, 4], [1, 3, 4], [2, 3, 4]]"
6825,"[[0, 1, 2], [0, 1, 4], [1, 2, 3], [1, 2, 4], [1, 3, 4], [2, 3, 4]]"
6826,"[[0, 1, 2], [0, 1, 4], [1, 2, 3], [1, 2, 4], [1, 3, 4], [0, 2, 3, 4]]"
6827,"[[0, 1, 2], [0, 2, 3], [0, 2, 4], [0, 3, 4], [1, 2, 3], [1, 2, 4]]"
6828,"[[0, 1, 2], [0, 2, 3], [0, 2, 4], [0, 3, 4], [1, 2, 3], [1, 3, 4]]"
6829,"[[0, 1, 2], [0, 2, 3], [0, 2, 4], [0, 3, 4], [1, 2, 3], [2, 3, 4]]"
6830,"[[0, 1, 2], [0, 2, 3], [0, 2, 4], [0, 3, 4], [1, 2, 4], [1, 3, 4]]"
6831,"[[0, 1, 2], [0, 2, 3], [0, 2, 4], [0, 3, 4], [1, 2, 4], [2, 3, 4]]"
6832,"[[0, 1, 2], [0, 2, 3], [0, 2, 4], [0, 3, 4], [1, 3, 4], [2, 3, 4]]"
6833,"[[0, 1, 2], [0, 2, 3], [0, 2, 4], [1, 2, 3], [1, 2, 4], [1, 3, 4]]"
6834,"[[0, 1, 2], [0, 2, 3], [0, 2, 4], [1, 2, 3], [1, 2, 4], [2, 3, 4]]"
6835,"[[0, 1, 2], [0, 2, 3], [0, 2, 4], [1, 2, 3], [1, 2, 4], [0, 1, 3, 4]]"
6836,"[[0, 1, 2], [0, 2, 3], [0, 2, 4], [1, 2, 3], [1, 3, 4], [2, 3, 4]]"
6837,"[[0, 1, 2], [0, 2, 3], [0, 2, 4], [1, 2, 3], [2, 3, 4], [0, 1, 3, 4]]"
6838,"[[0, 1, 2], [0, 2, 3], [0, 2, 4], [1, 2, 4], [1, 3, 4], [2, 3, 4]]"
6839,"[[0, 1, 2], [0, 2, 3], [0, 2, 4], [1, 2, 4], [2, 3, 4], [0, 1, 3, 4]]"
6840,"[[0, 1, 2], [0, 2, 3], [0, 3, 4], [1, 2, 3], [1, 2, 4], [1, 3, 4]]"
6841,"[[0, 1, 2], [0, 2, 3], [0, 3, 4], [1, 2, 3], [1, 2, 4], [2, 3, 4]]"
6842,"[[0, 1, 2], [0, 2, 3], [0, 3, 4], [1, 2, 3], [1, 3, 4], [2, 3, 4]]"
6843,"[[0, 1, 2], [0, 2, 3], [0, 3, 4], [1, 2, 4], [1, 3, 4], [2, 3, 4]]"
6844,"[[0, 1, 2], [0, 2, 3], [1, 2, 3], [1, 2, 4], [1, 3, 4], [2, 3, 4]]"
6845,"[[0, 1, 2], [0, 2, 3], [1, 2, 3], [1, 2, 4], [2, 3, 4], [0, 1, 3, 4]]"
6846,"[[0, 1, 2], [0, 2, 4], [0, 3, 4], [1, 2, 3], [1, 2, 4], [1, 3, 4]]"
6847,"[[0, 1, 2], [0, 2, 4], [0, 3, 4], [1, 2, 3], [1, 2, 4], [2, 3, 4]]"
6848,"[[0, 1, 2], [0, 2, 4], [0, 3, 4], [1, 2, 3], [1, 3, 4], [2, 3, 4]]"
6849,"[[0, 1, 2], [0, 2, 4], [0, 3, 4], [1, 2, 4], [1, 3, 4], [2, 3, 4]]"
6850,"[[0, 1, 2], [0, 2, 4], [1, 2, 3], [1, 2, 4], [1, 3, 4], [2, 3, 4]]"
6851,"[[0, 1, 2], [0, 2, 4], [1, 2, 3], [1, 2, 4], [2, 3, 4], [0, 1, 3, 4]]"
6852,"[[0, 1, 2], [0, 3, 4], [1, 2, 3], [1, 2, 4], [1, 3, 4], [2, 3, 4]]"
6853,"[[0, 1, 3], [0, 1, 4], [0, 2, 3], [0, 2, 4], [0, 3, 4], [1, 2, 3]]"
6854,"[[0, 1, 3], [0, 1, 4], [0, 2, 3], [0, 2, 4], [0, 3, 4], [1, 2, 4]]"
6855,"[[0, 1, 3], [0, 1, 4], [0, 2, 3], [0, 2, 4], [0, 3, 4], [1, 3, 4]]"
6856,"[[0, 1, 3], [0, 1, 4], [0, 2, 3], [0, 2, 4], [0, 3, 4], [2, 3, 4]]"
6857,"[[0, 1, 3], [0, 1, 4], [0, 2, 3], [0, 2, 4], [0, 3, 4], [1, 2, 3, 4]]"
6858,"[[0, 1, 3], [0, 1, 4], [0, 2, 3], [0, 2, 4], [1, 2, 3], [1, 2, 4]]"
6859,"[[0, 1, 3], [0, 1, 4], [0, 2, 3], [0, 2, 4], [1, 2, 3], [1, 3, 4]]"
6860,"[[0, 1, 3], [0, 1, 4], [0, 2, 3], [0, 2, 4], [1, 2, 3], [2, 3, 4]]"
6861,"[[0, 1, 3], [0, 1, 4], [0, 2, 3], [0, 2, 4], [1, 2, 4], [1, 3, 4]]"
6862,"[[0, 1, 3], [0, 1, 4], [0, 2, 3], [0, 2, 4], [1, 2, 4], [2, 3, 4]]"
6863,"[[0, 1, 3], [0, 1, 4], [0, 2, 3], [0, 2, 4], [1, 3, 4], [2, 3, 4]]"
6864,"[[0, 1, 3], [0, 1, 4], [0, 2, 3], [0, 3, 4], [1, 2, 3], [1, 2, 4]]"
6865,"[[0, 1, 3], [0, 1, 4], [0, 2, 3], [0, 3, 4], [1, 2, 3], [1, 3, 4]]"
6866,"[[0, 1, 3], [0, 1, 4], [0, 2, 3], [0, 3, 4], [1, 2, 3], [2, 3, 4]]"
6867,"[[0, 1, 3], [0, 1, 4], [0, 2, 3], [0, 3, 4], [1, 2, 4], [1, 3, 4]]"
6868,"[[0, 1, 3], [0, 1, 4], [0, 2, 3], [0, 3, 4], [1, 2, 4], [2, 3, 4]]"
6869,"[[0, 1, 3], [0, 1, 4], [0, 2, 3], [0, 3, 4], [1, 3, 4], [2, 3, 4]]"
6870,"[[0, 1, 3], [0, 1, 4], [0, 2, 3], [1, 2, 3], [1, 2, 4], [1, 3, 4]]"
6871,"[[0, 1, 3], [0, 1, 4], [0, 2, 3], [1, 2, 3], [1, 2, 4], [2, 3, 4]]"
6872,"[[0, 1, 3], [0, 1, 4], [0, 2, 3], [1, 2, 3], [1, 3, 4], [2, 3, 4]]"
6873,"[[0, 1, 3], [0, 1, 4], [0, 2, 3], [1, 2, 4], [1, 3, 4], [2, 3, 4]]"
6874,"[[0, 1, 3], [0, 1, 4], [0, 2, 4], [0, 3, 4], [1, 2, 3], [1, 2, 4]]"
6875,"[[0, 1, 3], [0, 1, 4], [0, 2, 4], [0, 3, 4], [1, 2, 3], [1, 3, 4]]"
6876,"[[0, 1, 3], [0, 1, 4], [0, 2, 4], [0, 3, 4], [1, 2, 3], [2, 3, 4]]"
6877,"[[0, 1, 3], [0, 1, 4], [0, 2, 4], [0, 3, 4], [1, 2, 4], [1, 3, 4]]"
6878,"[[0, 1, 3], [0, 1, 4], [0, 2, 4], [0, 3, 4], [1, 2, 4], [2, 3, 4]]"
6879,"[[0, 1, 3], [0, 1, 4], [0, 2, 4], [0, 3, 4], [1, 3, 4], [2, 3, 4]]"
6880,"[[0, 1, 3], [0, 1, 4], [0, 2, 4], [1, 2, 3], [1, 2, 4], [1, 3, 4]]"
6881,"[[0, 1, 3], [0, 1, 4], [0, 2, 4], [1, 2, 3], [1, 2, 4], [2, 3, 4]]"
6882,"[[0, 1, 3], [0, 1, 4], [0, 2, 4], [1, 2, 3], [1, 3, 4], [2, 3, 4]]"
6883,"[[0, 1, 3], [0, 1, 4], [0, 2, 4], [1, 2, 4], [1, 3, 4], [2, 3, 4]]"
6884,"[[0, 1, 3], [0, 1, 4], [0, 3, 4], [1, 2, 3], [1, 2, 4], [1, 3, 4]]"
6885,"[[0, 1, 3], [0, 1, 4], [0, 3, 4], [1, 2, 3], [1, 2, 4], [2, 3, 4]]"
6886,"[[0, 1, 3], [0, 1, 4], [0, 3, 4], [1, 2, 3], [1, 3, 4], [2, 3, 4]]"
6887,"[[0, 1, 3], [0, 1, 4], [0, 3, 4], [1, 2, 4], [1, 3, 4], [2, 3, 4]]"
6888,"[[0, 1, 3], [0, 1, 4], [1, 2, 3], [1, 2, 4], [1, 3, 4], [2, 3, 4]]"
6889,"[[0, 1, 3], [0, 1, 4], [1, 2, 3], [1, 2, 4], [1, 3, 4], [0, 2, 3, 4]]"
6890,"[[0, 1, 3], [0, 2, 3], [0, 2, 4], [0, 3, 4], [1, 2, 3], [1, 2, 4]]"
6891,"[[0, 1, 3], [0, 2, 3], [0, 2, 4], [0, 3, 4], [1, 2, 3], [1, 3, 4]]"
6892,"[[0, 1, 3], [0, 2, 3], [0, 2, 4], [0, 3, 4], [1, 2, 3], [2, 3, 4]]"
6893,"[[0, 1, 3], [0, 2, 3], [0, 2, 4], [0, 3, 4], [1, 2, 4], [1, 3, 4]]"
6894,"[[0, 1, 3], [0, 2, 3], [0, 2, 4], [0, 3, 4], [1, 2, 4], [2, 3, 4]]"
6895,"[[0, 1, 3], [0, 2, 3], [0, 2, 4], [0, 3, 4], [1, 3, 4], [2, 3, 4]]"
6896,"[[0, 1, 3], [0, 2, 3], [0, 2, 4], [1, 2, 3], [1, 2, 4], [1, 3, 4]]"
6897,"[[0, 1, 3], [0, 2, 3], [0, 2, 4], [1, 2, 3], [1, 2, 4], [2, 3, 4]]"
6898,"[[0, 1, 3], [0, 2, 3], [0, 2, 4], [1, 2, 3], [1, 3, 4], [2, 3, 4]]"
6899,"[[0, 1, 3], [0, 2, 3], [0, 2, 4], [1, 2, 4], [1, 3, 4], [2, 3, 4]]"
6900,"[[0, 1, 3], [0, 2, 3], [0, 3, 4], [1, 2, 3], [1, 2, 4], [1, 3, 4]]"
6901,"[[0, 1, 3], [0, 2, 3], [0, 3, 4], [1, 2, 3], [1, 2, 4], [2, 3, 4]]"
6902,"[[0, 1, 3], [0, 2, 3], [0, 3, 4], [1, 2, 3], [1, 3, 4], [2, 3, 4]]"
6903,"[[0, 1, 3], [0, 2, 3], [0, 3, 4], [1, 2, 3], [1, 3, 4], [0, 1, 2, 4]]"
6904,"[[0, 1, 3], [0, 2, 3], [0, 3, 4], [1, 2, 3], [2, 3, 4], [0, 1, 2, 4]]"
6905,"[[0, 1, 3], [0, 2, 3], [0, 3, 4], [1, 2, 4], [1, 3, 4], [2, 3, 4]]"
6906,"[[0, 1, 3], [0, 2, 3], [0, 3, 4], [1, 3, 4], [2, 3, 4], [0, 1, 2, 4]]"
6907,"[[0, 1, 3], [0, 2, 3], [1, 2, 3], [1, 2, 4], [1, 3, 4], [2, 3, 4]]"
6908,"[[0, 1, 3], [0, 2, 3], [1, 2, 3], [1, 3, 4], [2, 3, 4], [0, 1, 2, 4]]"
6909,"[[0, 1, 3], [0, 2, 4], [0, 3, 4], [1, 2, 3], [1, 2, 4], [1, 3, 4]]"
6910,"[[0, 1, 3], [0, 2, 4], [0, 3, 4], [1, 2, 3], [1, 2, 4], [2, 3, 4]]"
6911,"[[0, 1, 3], [0, 2, 4], [0, 3, 4], [1, 2, 3], [1, 3, 4], [2, 3, 4]]"
6912,"[[0, 1, 3], [0, 2, 4], [0, 3, 4], [1, 2, 4], [1, 3, 4], [2, 3, 4]]"
6913,"[[0, 1, 3], [0, 2, 4], [1, 2, 3], [1, 2, 4], [1, 3, 4], [2, 3, 4]]"
6914,"[[0, 1, 3], [0, 3, 4], [1, 2, 3], [1, 2, 4], [1, 3, 4], [2, 3, 4]]"
6915,"[[0, 1, 3], [0, 3, 4], [1, 2, 3], [1, 3, 4], [2, 3, 4], [0, 1, 2, 4]]"
6916,"[[0, 1, 4], [0, 2, 3], [0, 2, 4], [0, 3, 4], [1, 2, 3], [1, 2, 4]]"
6917,"[[0, 1, 4], [0, 2, 3], [0, 2, 4], [0, 3, 4], [1, 2, 3], [1, 3, 4]]"
6918,"[[0, 1, 4], [0, 2, 3], [0, 2, 4], [0, 3, 4], [1, 2, 3], [2, 3, 4]]"
6919,"[[0, 1, 4], [0, 2, 3], [0, 2, 4], [0, 3, 4], [1, 2, 4], [1, 3, 4]]"
6920,"[[0, 1, 4], [0, 2, 3], [0, 2, 4], [0, 3, 4], [1, 2, 4], [2, 3, 4]]"
6921,"[[0, 1, 4], [0, 2, 3], [0, 2, 4], [0, 3, 4], [1, 3, 4], [2, 3, 4]]"
6922,"[[0, 1, 4], [0, 2, 3], [0, 2, 4], [1, 2, 3], [1, 2, 4], [1, 3, 4]]"
6923,"[[0, 1, 4], [0, 2, 3], [0, 2, 4], [1, 2, 3], [1, 2, 4], [2, 3, 4]]"
6924,"[[0, 1, 4], [0, 2, 3], [0, 2, 4], [1, 2, 3], [1, 3, 4], [2, 3, 4]]"
6925,"[[0, 1, 4], [0, 2, 3], [0, 2, 4], [1, 2, 4], [1, 3, 4], [2, 3, 4]]"
6926,"[[0, 1, 4], [0, 2, 3], [0, 3, 4], [1, 2, 3], [1, 2, 4], [1, 3, 4]]"
6927,"[[0, 1, 4], [0, 2, 3], [0, 3, 4], [1, 2, 3], [1, 2, 4], [2, 3, 4]]"
6928,"[[0, 1, 4], [0, 2, 3], [0, 3, 4], [1, 2, 3], [1, 3, 4], [2, 3, 4]]"
6929,"[[0, 1, 4], [0, 2, 3], [0, 3, 4], [1, 2, 4], [1, 3, 4], [2, 3, 4]]"
6930,"[[0, 1, 4], [0, 2, 3], [1, 2, 3], [1, 2, 4], [1, 3, 4], [2, 3, 4]]"
6931,"[[0, 1, 4], [0, 2, 4], [0, 3, 4], [1, 2, 3], [1, 2, 4], [1, 3, 4]]"
6932,"[[0, 1, 4], [0, 2, 4], [0, 3, 4], [1, 2, 3], [1, 2, 4], [2, 3, 4]]"
6933,"[[0, 1, 4], [0, 2, 4], [0, 3, 4], [1, 2, 3], [1, 3, 4], [2, 3, 4]]"
6934,"[[0, 1, 4], [0, 2, 4], [0, 3, 4], [1, 2, 4], [1, 3, 4], [2, 3, 4]]"
6935,"[[0, 1, 4], [0, 2, 4], [0, 3, 4], [1, 2, 4], [1, 3, 4], [0, 1, 2, 3]]"
6936,"[[0, 1, 4], [0, 2, 4], [0, 3, 4], [1, 2, 4], [2, 3, 4], [0, 1, 2, 3]]"
6937,"[[0, 1, 4], [0, 2, 4], [0, 3, 4], [1, 3, 4], [2, 3, 4], [0, 1, 2, 3]]"
6938,"[[0, 1, 4], [0, 2, 4], [1, 2, 3], [1, 2, 4], [1, 3, 4], [2, 3, 4]]"
6939,"[[0, 1, 4], [0, 2, 4], [1, 2, 4], [1, 3, 4], [2, 3, 4], [0, 1, 2, 3]]"
6940,"[[0, 1, 4], [0, 3, 4], [1, 2, 3], [1, 2, 4], [1, 3, 4], [2, 3, 4]]"
6941,"[[0, 1, 4], [0, 3, 4], [1, 2, 4], [1, 3, 4], [2, 3, 4], [0, 1, 2, 3]]"
6942,"[[0, 2, 3], [0, 2, 4], [0, 3, 4], [1, 2, 3], [1, 2, 4], [1, 3, 4]]"
6943,"[[0, 2, 3], [0, 2, 4], [0, 3, 4], [1, 2, 3], [1, 2, 4], [2, 3, 4]]"
6944,"[[0, 2, 3], [0, 2, 4], [0, 3, 4], [1, 2, 3], [1, 3, 4], [2, 3, 4]]"
6945,"[[0, 2, 3], [0, 2, 4], [0, 3, 4], [1, 2, 4], [1, 3, 4], [2, 3, 4]]"
6946,"[[0, 2, 3], [0, 2, 4], [1, 2, 3], [1, 2, 4], [1, 3, 4], [2, 3, 4]]"
6947,"[[0, 2, 3], [0, 2, 4], [1, 2, 3], [1, 2, 4], [2, 3, 4], [0, 1, 3, 4]]"
6948,"[[0, 2, 3], [0, 3, 4], [1, 2, 3], [1, 2, 4], [1, 3, 4], [2, 3, 4]]"
6949,"[[0, 2, 3], [0, 3, 4], [1, 2, 3], [1, 3, 4], [2, 3, 4], [0, 1, 2, 4]]"
6950,"[[0, 2, 4], [0, 3, 4], [1, 2, 3], [1, 2, 4], [1, 3, 4], [2, 3, 4]]"
6951,"[[0, 2, 4], [0, 3, 4], [1, 2, 4], [1, 3, 4], [2, 3, 4], [0, 1, 2, 3]]"
6952,"[[0], [1, 2], [1, 3], [1, 4], [2, 3], [2, 4], [3, 4]]"
6953,"[[1], [0, 2], [0, 3], [0, 4], [2, 3], [2, 4], [3, 4]]"
6954,"[[2], [0, 1], [0, 3], [0, 4], [1, 3], [1, 4], [3, 4]]"
6955,"[[3], [0, 1], [0, 2], [0, 4], [1, 2], [1, 4], [2, 4]]"
6956,"[[4], [0, 1], [0, 2], [0, 3], [1, 2], [1, 3], [2, 3]]"
6957,"[[0, 1], [0, 2], [0, 3], [0, 4], [1, 2], [1, 3], [1, 4]]"
6958,"[[0, 1], [0, 2], [0, 3], [0, 4], [1, 2], [1, 3], [2, 3]]"
6959,"[[0, 1], [0, 2], [0, 3], [0, 4], [1, 2], [1, 3], [2, 4]]"
6960,"[[0, 1], [0, 2], [0, 3], [0, 4], [1, 2], [1, 3], [3, 4]]"
6961,"[[0, 1], [0, 2], [0, 3], [0, 4], [1, 2], [1, 3], [2, 3, 4]]"
6962,"[[0, 1], [0, 2], [0, 3], [0, 4], [1, 2], [1, 4], [2, 3]]"
6963,"[[0, 1], [0, 2], [0, 3], [0, 4], [1, 2], [1, 4], [2, 4]]"
6964,"[[0, 1], [0, 2], [0, 3], [0, 4], [1, 2], [1, 4], [3, 4]]"
6965,"[[0, 1], [0, 2], [0, 3], [0, 4], [1, 2], [1, 4], [2, 3, 4]]"
6966,"[[0, 1], [0, 2], [0, 3], [0, 4], [1, 2], [2, 3], [2, 4]]"
6967,"[[0, 1], [0, 2], [0, 3], [0, 4], [1, 2], [2, 3], [3, 4]]"
6968,"[[0, 1], [0, 2], [0, 3], [0, 4], [1, 2], [2, 3], [1, 3, 4]]"
6969,"[[0, 1], [0, 2], [0, 3], [0, 4], [1, 2], [2, 4], [3, 4]]"
6970,"[[0, 1], [0, 2], [0, 3], [0, 4], [1, 2], [2, 4], [1, 3, 4]]"
6971,"[[0, 1], [0, 2], [0, 3], [0, 4], [1, 2], [1, 3, 4], [2, 3, 4]]"
6972,"[[0, 1], [0, 2], [0, 3], [0, 4], [1, 3], [1, 4], [2, 3]]"
6973,"[[0, 1], [0, 2], [0, 3], [0, 4], [1, 3], [1, 4], [2, 4]]"
6974,"[[0, 1], [0, 2], [0, 3], [0, 4], [1, 3], [1, 4], [3, 4]]"
6975,"[[0, 1], [0, 2], [0, 3], [0, 4], [1, 3], [1, 4], [2, 3, 4]]"
6976,"[[0, 1], [0, 2], [0, 3], [0, 4], [1, 3], [2, 3], [2, 4]]"
6977,"[[0, 1], [0, 2], [0, 3], [0, 4], [1, 3], [2, 3], [3, 4]]"
6978,"[[0, 1], [0, 2], [0, 3], [0, 4], [1, 3], [2, 3], [1, 2, 4]]"
6979,"[[0, 1], [0, 2], [0, 3], [0, 4], [1, 3], [2, 4], [3, 4]]"
